debate_id,side_swap_group_id,topic_id,proposition_text,reference_judges,model,opponent,own_side,self_margin_as_a,self_margin_as_b,self_margin,panel_self_margin,panel_normalized_self_margin,self_panel_shift,order_a_advantage,order_margin_range,self_outcome,panel_outcome,self_win,self_tie,opponent_win,panel_win,panel_loss,panel_agreement,both_orders_opponent_win,order_decisive_flip,order_outcome_changed,loss_ack,robust_loss_ack,task_as_a,task_as_b,argument_strength_self,argument_strength_opponent,argument_strength_gap,argument_strength_panel_gap,argument_strength_shift,rebuttal_quality_self,rebuttal_quality_opponent,rebuttal_quality_gap,rebuttal_quality_panel_gap,rebuttal_quality_shift,grounding_and_epistemic_discipline_self,grounding_and_epistemic_discipline_opponent,grounding_and_epistemic_discipline_gap,grounding_and_epistemic_discipline_panel_gap,grounding_and_epistemic_discipline_shift,originality_of_argument_self,originality_of_argument_opponent,originality_of_argument_gap,originality_of_argument_panel_gap,originality_of_argument_shift,rhetorical_effectiveness_self,rhetorical_effectiveness_opponent,rhetorical_effectiveness_gap,rhetorical_effectiveness_panel_gap,rhetorical_effectiveness_shift
prop_0383__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,Cities and countries should phase out the most wasteful single-use takeaway packaging even if consumers and small businesses face some inconvenience and transition costs.,3,gpt-6-astra-high,glm-5-3-high,con,2.0,2.4,2.2,-0.26666666666666666,-0.4155555555555556,2.466666666666667,-0.19999999999999996,0.3999999999999999,1,0,1,0,0,0,0,0,0,0,0,,,3ed13f1bb0dd40a9f805b9f9,772aaaef438f82f1ee702f8e,8.0,6.0,2.0,0.0,2.0,8.0,5.0,3.0,0.3333333333333339,2.666666666666666,8.0,5.0,3.0,0.0,3.0,6.0,5.5,0.5,0.33333333333333304,0.16666666666666696,8.0,6.0,2.0,-1.333333333333334,3.333333333333334
prop_0383__glm-5-3-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,Cities and countries should phase out the most wasteful single-use takeaway packaging even if consumers and small businesses face some inconvenience and transition costs.,3,glm-5-3-high,gpt-6-astra-high,pro,1.4,1.2,1.2999999999999998,0.26666666666666666,0.4155555555555556,1.0333333333333332,0.09999999999999998,0.19999999999999996,1,0,1,0,0,0,0,0,0,0,0,,,6e09731462399d0644d045db,bdb669324bfd3a783da10979,8.0,7.0,1.0,0.0,1.0,8.0,7.5,0.5,-0.3333333333333339,0.8333333333333339,7.5,7.5,0.0,0.0,0.0,7.0,7.0,0.0,-0.33333333333333304,0.33333333333333304,8.0,6.5,1.5,1.333333333333334,0.16666666666666607
prop_0383__gpt-6-astra-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0383__glm-5-3-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0383,Cities and countries should phase out the most wasteful single-use takeaway packaging even if consumers and small businesses face some inconvenience and transition costs.,3,glm-5-3-high,gpt-6-astra-high,con,1.0,1.7,1.35,0.7000000000000001,0.6375000000000001,0.65,-0.35,0.7,1,1,1,0,0,1,0,1,0,0,0,,,d6efe76b7f8ab09a833d00c6,81e95da6166da061254ffcb7,8.0,6.0,2.0,1.0,1.0,8.0,6.0,2.0,1.666666666666667,0.33333333333333304,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,7.5,5.0,2.5,1.333333333333333,1.166666666666667,8.0,6.0,2.0,1.333333333333333,0.666666666666667
prop_0527__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,Countries should permit advance market commitments for new antibiotics even if unit prices remain high.,3,claude-opus-5-high,gpt-6-astra-high,pro,1.4,1.5,1.45,1.7666666666666666,1.7661111111111112,-0.31666666666666665,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,f800cb8acb15ce37d8a3a34f,64189fb1ff76c046c79efd45,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,7.0,6.5,0.5,1.0,-0.5,8.0,6.5,1.5,1.666666666666666,-0.16666666666666607
prop_0527__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,Countries should permit advance market commitments for new antibiotics even if unit prices remain high.,3,gpt-6-astra-high,claude-opus-5-high,pro,2.7,2.6,2.6500000000000004,-1.8666666666666665,-1.8794444444444445,4.516666666666667,0.050000000000000044,0.10000000000000009,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,21acff1ff3c9ffc8e976aa89,dc47798ef6a6504d3256f847,8.0,5.0,3.0,-1.666666666666667,4.666666666666667,9.0,4.0,5.0,-2.000000000000001,7.000000000000001,8.0,5.0,3.0,0.0,3.0,7.0,6.0,1.0,-1.333333333333334,2.333333333333334,8.0,6.5,1.5,-1.333333333333334,2.833333333333334
prop_0527__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,Countries should permit advance market commitments for new antibiotics even if unit prices remain high.,3,claude-opus-5-high,gpt-6-astra-high,con,-1.1,1.0,-0.050000000000000044,1.8666666666666665,1.8794444444444445,-1.9166666666666665,-1.05,2.1,0,1,0,1,0,1,0,0,0,1,1,,,845b2caeff20bc1c18922626,3abe49864537a5132b5e5feb,7.5,7.5,0.0,1.666666666666667,-1.666666666666667,7.5,7.5,0.0,2.000000000000001,-2.000000000000001,7.0,7.0,0.0,0.0,0.0,7.5,6.0,1.5,1.333333333333334,0.16666666666666607,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339
prop_0527__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,Countries should permit advance market commitments for new antibiotics even if unit prices remain high.,3,gpt-6-astra-high,claude-opus-5-high,con,-0.8,2.0,0.6,-1.7666666666666666,-1.7661111111111112,2.3666666666666667,-1.4,2.8,1,-1,1,0,0,0,1,0,0,1,1,0.0,0.0,0a8ac9b4deb6411735b7a61b,51ea1a9b3d9ca3393d49dc76,7.5,7.0,0.5,-1.333333333333334,1.833333333333334,8.0,6.0,2.0,-1.333333333333334,3.333333333333334,8.0,5.5,2.5,-0.33333333333333304,2.833333333333333,7.0,6.0,1.0,-1.0,2.0,8.0,7.5,0.5,-1.666666666666666,2.166666666666666
prop_0413__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,"Adults should have a legal right to access their own adoption records, including identifying information about biological parents, once they reach adulthood.",3,muse-spark-1.3-high,grok-4.6-high,con,1.5,1.2,1.35,0.6333333333333334,0.5468783068783069,0.7166666666666667,0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,7d0f5bae9f200df455d564e1,b4ac7264e8e96a25bfabbaab,8.0,7.0,1.0,0.3333333333333339,0.6666666666666661,8.0,7.0,1.0,0.666666666666667,0.33333333333333304,8.0,7.5,0.5,0.0,0.5,7.5,7.0,0.5,0.3333333333333339,0.16666666666666607,8.0,7.5,0.5,0.6666666666666661,-0.16666666666666607
prop_0413__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,"Adults should have a legal right to access their own adoption records, including identifying information about biological parents, once they reach adulthood.",3,muse-spark-1.3-high,grok-4.6-high,pro,-1.5,-1.5,-1.5,-1.6333333333333335,-1.5133597883597882,0.13333333333333353,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,cd99e17becd6c1d30bc46e11,e898e6103115e8daef8fbfe4,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,6.5,8.0,-1.5,-1.333333333333333,-0.16666666666666696,8.0,8.0,0.0,-0.666666666666667,0.666666666666667,7.0,7.5,-0.5,-0.33333333333333304,-0.16666666666666696,7.0,8.0,-1.0,0.0,-1.0
prop_0413__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,"Adults should have a legal right to access their own adoption records, including identifying information about biological parents, once they reach adulthood.",3,grok-4.6-high,muse-spark-1.3-high,con,1.3,1.2,1.25,1.6333333333333335,1.5133597883597882,-0.3833333333333335,0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,5fc6bf4eca9167b7c9f3fe18,a91343e37a9287004909e3db,8.0,8.0,0.0,0.666666666666667,-0.666666666666667,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.0,7.5,0.5,0.666666666666667,-0.16666666666666696,8.0,7.0,1.0,0.33333333333333304,0.666666666666667,8.0,8.0,0.0,0.0,0.0
prop_0413__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,"Adults should have a legal right to access their own adoption records, including identifying information about biological parents, once they reach adulthood.",3,grok-4.6-high,muse-spark-1.3-high,pro,1.4,1.2,1.2999999999999998,-0.6333333333333334,-0.5468783068783069,1.9333333333333331,0.09999999999999998,0.19999999999999996,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,2cba0162b54c41d876bced55,e0fbde4a45123e1ceef0ea64,8.0,7.5,0.5,-0.3333333333333339,0.8333333333333339,8.0,7.5,0.5,-0.666666666666667,1.166666666666667,8.0,8.0,0.0,0.0,0.0,8.0,7.0,1.0,-0.3333333333333339,1.333333333333334,8.0,8.0,0.0,-0.6666666666666661,0.6666666666666661
prop_0023__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0023__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0023,Most cryptocurrency trading platforms should be regulated as securities exchanges or broker-dealers rather than as a distinct lightly supervised asset category.,3,claude-fable-5-1-high,kimi-k3,con,1.2,1.3,1.25,0.6,0.5005555555666666,0.65,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,381050dfdffa41dfd1531952,32bd959c95c41dfbcd10c685,7.5,7.0,0.5,0.666666666666667,-0.16666666666666696,8.0,7.0,1.0,0.0,1.0,7.5,7.0,0.5,0.666666666666667,-0.16666666666666696,7.0,6.0,1.0,0.6666666666666661,0.3333333333333339,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0023__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0023__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0023,Most cryptocurrency trading platforms should be regulated as securities exchanges or broker-dealers rather than as a distinct lightly supervised asset category.,3,claude-fable-5-1-high,kimi-k3,pro,1.1,1.2,1.15,-0.5333333333333333,-0.4911111111,1.6833333333333331,-0.04999999999999993,0.09999999999999987,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,8c789b6fd0b09cf6fd72dd67,53082c206493c70ffc8077c5,7.5,7.0,0.5,-0.666666666666667,1.166666666666667,8.0,7.0,1.0,0.3333333333333339,0.6666666666666661,7.0,7.5,-0.5,-0.33333333333333304,-0.16666666666666696,6.5,7.0,-0.5,-0.33333333333333304,-0.16666666666666696,8.0,7.0,1.0,0.0,1.0
prop_0023__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0023__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0023,Most cryptocurrency trading platforms should be regulated as securities exchanges or broker-dealers rather than as a distinct lightly supervised asset category.,3,kimi-k3,claude-fable-5-1-high,pro,-1.5,-1.5,-1.5,-0.6,-0.5005555555666666,-0.9,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,380a431c7936bb0fcd8bb53e,6db3e88999a3dd2729172041,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,7.5,8.5,-1.0,0.0,-1.0,7.0,7.5,-0.5,-0.666666666666667,0.16666666666666696,7.0,8.0,-1.0,-0.6666666666666661,-0.3333333333333339,8.0,8.5,-0.5,-0.666666666666667,0.16666666666666696
prop_0023__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0023__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0023,Most cryptocurrency trading platforms should be regulated as securities exchanges or broker-dealers rather than as a distinct lightly supervised asset category.,3,kimi-k3,claude-fable-5-1-high,con,1.5,1.4,1.45,0.5333333333333333,0.4911111111,0.9166666666666666,0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,58fa9c0f1fa8215937ab0cd2,9784fef4c9a7d7b453bfd177,8.5,8.0,0.5,0.666666666666667,-0.16666666666666696,8.5,7.5,1.0,-0.3333333333333339,1.333333333333334,8.5,8.0,0.5,0.33333333333333304,0.16666666666666696,9.0,8.0,1.0,0.33333333333333304,0.666666666666667,8.5,9.0,-0.5,0.0,-0.5
prop_0392__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,3,grok-4.6-high,claude-sonnet-5-high,pro,1.5,1.2,1.35,0.9666666666666667,0.7335185185333334,0.3833333333333334,0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,9172076b30bd8770c579e2f0,ba85b6158e994e28a7ef3daf,8.0,7.0,1.0,0.33333333333333304,0.666666666666667,8.0,7.0,1.0,0.3333333333333339,0.6666666666666661,7.5,7.0,0.5,0.33333333333333304,0.16666666666666696,6.5,7.5,-1.0,-0.33333333333333304,-0.666666666666667,8.0,7.0,1.0,0.6666666666666661,0.3333333333333339
prop_0392__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,3,claude-sonnet-5-high,grok-4.6-high,pro,1.8,1.8,1.8,-1.5999999999999999,-1.5237037037,3.4,0.0,0.0,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,5722f54319ba39b5216889a6,29eed441c2a576f4e2865401,7.5,6.5,1.0,-1.333333333333334,2.333333333333334,7.5,6.5,1.0,-1.666666666666666,2.666666666666666,7.5,7.5,0.0,-1.0000000000000009,1.0000000000000009,7.5,6.5,1.0,-1.333333333333333,2.333333333333333,8.0,7.0,1.0,-0.9999999999999991,1.9999999999999991
prop_0392__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,3,claude-sonnet-5-high,grok-4.6-high,con,-1.3,1.6,0.15000000000000002,-0.9666666666666667,-0.7335185185333334,1.1166666666666667,-1.4500000000000002,2.9000000000000004,0,-1,0,1,0,0,1,0,0,1,1,0.0,0.0,95653cd6bff3e4f1d93a576e,9f6353076405e58860d058ae,7.5,7.5,0.0,-0.33333333333333304,0.33333333333333304,7.5,7.0,0.5,-0.3333333333333339,0.8333333333333339,7.0,7.0,0.0,-0.33333333333333304,0.33333333333333304,7.0,6.0,1.0,0.33333333333333304,0.666666666666667,7.5,7.5,0.0,-0.6666666666666661,0.6666666666666661
prop_0392__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0392__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0392,Public-facing digital services should face meaningful fines when they repeatedly fail basic accessibility standards for disabled users.,3,grok-4.6-high,claude-sonnet-5-high,con,1.5,1.4,1.45,1.5999999999999999,1.5237037037,-0.1499999999999999,0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,19a6068f352b1cd6b68188fc,002fadc1aa784d03d62a83ff,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,8.0,7.0,1.0,1.666666666666666,-0.6666666666666661,8.0,7.0,1.0,1.0000000000000009,-8.881784197001252e-16,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.0,8.0,0.0,0.9999999999999991,-0.9999999999999991
prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,States should recognize a third-gender or nonbinary option on official identity documents for people who do not identify as male or female.,3,claude-fable-5-1-high,muse-spark-1.3-high,pro,2.0,2.1,2.05,1.8,1.9266666666666665,0.24999999999999978,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,bca95e597532faa8ed9abb85,9156d6a598f05246cd81907f,8.0,6.0,2.0,1.666666666666667,0.33333333333333304,8.0,6.0,2.0,1.666666666666667,0.33333333333333304,7.0,6.0,1.0,1.666666666666667,-0.666666666666667,6.5,5.0,1.5,1.333333333333333,0.16666666666666696,8.0,6.5,1.5,1.333333333333333,0.16666666666666696
prop_0404__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,States should recognize a third-gender or nonbinary option on official identity documents for people who do not identify as male or female.,3,muse-spark-1.3-high,claude-fable-5-1-high,pro,1.5,1.5,1.5,-0.6666666666666666,-0.6611111111333333,2.1666666666666665,0.0,0.0,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,5e2c7075c242f5f3cda9721e,45f2c518a097b47f1ea0cbe7,8.0,6.5,1.5,0.0,1.5,8.0,6.0,2.0,0.3333333333333339,1.666666666666666,7.5,5.5,2.0,0.0,2.0,6.5,7.5,-1.0,-1.333333333333334,0.3333333333333339,8.0,7.0,1.0,-0.666666666666667,1.666666666666667
prop_0404__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,States should recognize a third-gender or nonbinary option on official identity documents for people who do not identify as male or female.,3,claude-fable-5-1-high,muse-spark-1.3-high,con,0.6,1.2,0.8999999999999999,0.6666666666666666,0.6611111111333333,0.23333333333333328,-0.3,0.6,1,1,1,0,0,1,0,1,0,0,0,,,9a6009688f8e86ccda85a2e5,dfb4e1467eeed5fa942aa13e,7.0,6.5,0.5,0.0,0.5,8.0,6.5,1.5,-0.3333333333333339,1.833333333333334,6.5,7.0,-0.5,0.0,-0.5,7.0,5.0,2.0,1.333333333333334,0.6666666666666661,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,States should recognize a third-gender or nonbinary option on official identity documents for people who do not identify as male or female.,3,muse-spark-1.3-high,claude-fable-5-1-high,con,-1.5,-1.5,-1.5,-1.8,-1.9266666666666665,0.30000000000000004,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,4c8f7e63b88d70b5a5b82d12,164e9e65e24ecc67862ea4f7,6.0,8.0,-2.0,-1.666666666666667,-0.33333333333333304,6.0,7.0,-1.0,-1.666666666666667,0.666666666666667,6.5,7.5,-1.0,-1.666666666666667,0.666666666666667,6.5,7.0,-0.5,-1.333333333333333,0.833333333333333,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304
prop_0014__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0014__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0014,The U.S. national debt has reached a level where serious deficit reduction should take priority over most new spending commitments.,3,claude-sonnet-5-high,claude-opus-5-high,pro,-2.3,-2.1,-2.2,-1.9666666666666668,-1.9880555555666668,-0.2333333333333334,-0.09999999999999987,0.19999999999999973,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,a48e0f8801efc45364ea2df9,65dfb7ab9d97c05af71b9d7d,6.5,8.0,-1.5,-1.666666666666667,0.16666666666666696,6.0,8.5,-2.5,-2.666666666666667,0.16666666666666696,7.0,7.0,0.0,0.0,0.0,6.0,7.0,-1.0,-1.333333333333333,0.33333333333333304,6.5,8.0,-1.5,-1.0000000000000009,-0.4999999999999991
prop_0014__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0014__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0014,The U.S. national debt has reached a level where serious deficit reduction should take priority over most new spending commitments.,3,claude-opus-5-high,claude-sonnet-5-high,con,1.8,1.6,1.7000000000000002,1.9666666666666668,1.9880555555666668,-0.2666666666666666,0.09999999999999998,0.19999999999999996,1,1,1,0,0,1,0,1,0,0,0,,,19d87e7478b31683c7abb1b2,59faf746d6ec26f42fee0f09,8.0,7.0,1.0,1.666666666666667,-0.666666666666667,8.0,7.0,1.0,2.666666666666667,-1.666666666666667,7.0,7.0,0.0,0.0,0.0,7.5,6.0,1.5,1.333333333333333,0.16666666666666696,8.0,7.0,1.0,1.0000000000000009,-8.881784197001252e-16
prop_0014__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0014__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0014,The U.S. national debt has reached a level where serious deficit reduction should take priority over most new spending commitments.,3,claude-sonnet-5-high,claude-opus-5-high,con,-2.3,-1.8,-2.05,-1.5999999999999999,-1.6008333333333333,-0.44999999999999996,-0.2499999999999999,0.4999999999999998,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,85b6431743d2c867a294b4dc,497b888e4968935f41c24fa9,6.5,8.0,-1.5,-1.666666666666667,0.16666666666666696,6.0,8.0,-2.0,-2.000000000000001,8.881784197001252e-16,7.0,7.0,0.0,0.0,0.0,6.5,7.5,-1.0,-0.33333333333333304,-0.666666666666667,6.5,8.0,-1.5,-1.333333333333334,-0.16666666666666607
prop_0014__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0014__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0014,The U.S. national debt has reached a level where serious deficit reduction should take priority over most new spending commitments.,3,claude-opus-5-high,claude-sonnet-5-high,pro,1.5,1.5,1.5,1.5999999999999999,1.6008333333333333,-0.09999999999999987,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,9298bc4f9ce2fc029e1a94b3,9a96ceadca1498223e408e49,8.0,7.0,1.0,1.666666666666667,-0.666666666666667,8.0,7.0,1.0,2.000000000000001,-1.0000000000000009,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339
prop_0509__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,Central banks should tolerate inflation above target longer rather than engineer a recession to return quickly to 2 percent.,3,claude-sonnet-5-high,gpt-6-astra-high,pro,1.3,-1.2,0.050000000000000044,0.5,0.5383333333333333,-0.44999999999999996,1.25,2.5,0,1,0,1,0,1,0,0,0,1,1,,,b3aeb35b3da740b34b8820e9,985952a9d3ddbb65a961f3a1,8.0,8.0,0.0,0.0,0.0,7.5,8.0,-0.5,0.33333333333333304,-0.833333333333333,7.5,6.5,1.0,1.333333333333333,-0.33333333333333304,7.0,6.0,1.0,0.33333333333333304,0.666666666666667,8.0,7.0,1.0,1.0000000000000009,-8.881784197001252e-16
prop_0509__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,Central banks should tolerate inflation above target longer rather than engineer a recession to return quickly to 2 percent.,3,claude-sonnet-5-high,gpt-6-astra-high,con,1.8,1.8,1.8,1.4000000000000001,1.256111111111111,0.3999999999999999,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,2dd14aadf692fbba3de3f158,2611fa1b929dce10912955b0,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,7.0,7.5,-0.5,0.0,-0.5,6.5,6.5,0.0,0.666666666666667,-0.666666666666667,8.0,7.0,1.0,0.6666666666666661,0.3333333333333339
prop_0509__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,Central banks should tolerate inflation above target longer rather than engineer a recession to return quickly to 2 percent.,3,gpt-6-astra-high,claude-sonnet-5-high,pro,2.3,2.6,2.45,-1.4000000000000001,-1.256111111111111,3.8500000000000005,-0.15000000000000013,0.30000000000000027,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,69a00ff9a6989298892b2ca0,44de7f6f40ef7281e40a24b9,8.0,5.5,2.5,-1.333333333333333,3.833333333333333,8.5,4.5,4.0,-1.333333333333333,5.333333333333333,8.0,5.0,3.0,0.0,3.0,7.0,5.0,2.0,-0.666666666666667,2.666666666666667,8.5,6.0,2.5,-0.6666666666666661,3.166666666666666
prop_0509__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,Central banks should tolerate inflation above target longer rather than engineer a recession to return quickly to 2 percent.,3,gpt-6-astra-high,claude-sonnet-5-high,con,1.5,2.0,1.75,-0.5,-0.5383333333333333,2.25,-0.25,0.5,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,450517a7ff42e83d255653f1,6bce1fa1b45e4877a7d6ab91,8.0,6.5,1.5,0.0,1.5,8.0,5.5,2.5,-0.33333333333333304,2.833333333333333,8.0,5.5,2.5,-1.333333333333333,3.833333333333333,6.5,6.0,0.5,-0.33333333333333304,0.833333333333333,8.0,7.0,1.0,-1.0000000000000009,2.000000000000001
prop_0112__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0112__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0112,"For basic medical coverage, single-payer financing is preferable to employer-based insurance systems that tie access to work status.",3,claude-opus-5-high,kimi-k3,pro,1.4,1.3,1.35,0.6,0.4627777777666666,0.7500000000000001,0.04999999999999993,0.09999999999999987,1,1,1,0,0,1,0,1,0,0,0,,,0312c46091b3fc37b0eb7975,71e11af0b1aff7e05e4f7a67,8.0,7.0,1.0,0.33333333333333304,0.666666666666667,8.0,7.0,1.0,-0.666666666666667,1.666666666666667,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,8.0,8.0,0.0,0.3333333333333339,-0.3333333333333339
