side_swap_group_id,topic_id,proposition_text,model_a,model_b,debate_ids,debate_count,swap_complete,rating_eligible,judgment_rows,judge_models,judge_count,normalized_margin_rows,mean_confidence,mean_entertainment_value,mean_signed_margin_a_raw,mean_signed_margin_a_norm,score_a_raw,score_a_norm,winner_raw,winner_norm
prop_0136__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0136,East Asian governments will raise birth rates more by improving housing affordability and childcare than by offering one-off cash bonuses for babies.,glm-5-3-high,muse-spark-1.3-high,prop_0136__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0136__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,8.0,-0.5833333333333334,-0.4958333333333333,0.4853479853479853,0.49496336996337,muse-spark-1.3-high,muse-spark-1.3-high
prop_0145__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0145,Parents should not use always-on location tracking and private-message monitoring of teenagers as a default household rule absent a specific safety concern.,grok-4.6-high,muse-spark-1.3-high,prop_0145__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0145__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,-0.1333333333333333,-0.1092857142857143,0.5,0.5,tie,tie
prop_0152__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0152,"Religious schools and employers should retain some room for faith-based dress expectations, but only when participation is genuinely voluntary and alternatives remain realistic.",claude-sonnet-5-high,glm-5-3-high,prop_0152__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0152__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.0,-1.2166666666666668,-1.1648148148148147,0.4157509157509157,0.4214489214489214,glm-5-3-high,glm-5-3-high
prop_0153__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0153,Governments should legalize and regulate compensated surrogacy with strong protections against coercion and exploitation.,claude-fable-5-1-high,muse-spark-1.3-high,prop_0153__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0153__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.166666666666666,0.9666666666666668,0.9428703703833332,0.5567765567765568,0.5541615791630037,claude-fable-5-1-high,claude-fable-5-1-high
prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,claude-fable-5-1-high,grok-4.6-high,prop_0156__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0156__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,8.333333333333334,1.6666666666666667,1.6917361111166669,0.6336996336996337,0.6364545177051282,claude-fable-5-1-high,claude-fable-5-1-high
prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,gpt-6-astra-high,muse-spark-1.3-high,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0160__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|kimi-k2.6,3,6,,7.5,-0.4833333333333333,-0.3825,0.4963369963369963,0.5,muse-spark-1.3-high,tie
prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,glm-5-3-high,muse-spark-1.3-high,prop_0161__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0161__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,5,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,5,,8.4,-0.4800000000000001,-0.2719999999999999,0.4967032967032967,0.5,muse-spark-1.3-high,tie
prop_0163__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0163,High-burden malaria countries should permit tightly regulated outdoor gene-drive mosquito trials rather than block them until long-term ecological certainty is impossible.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0163__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0163__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|kimi-k2.6,3,6,,8.0,0.4833333333333333,0.5446296296296295,0.5036630036630036,0.5103988603988604,claude-sonnet-5-high,claude-sonnet-5-high
prop_0168__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0168,Space agencies should shift most exploration budgets from crewed missions to robotic probes and telescopes that deliver more science per dollar.,gpt-6-astra-high,grok-4.6-high,prop_0168__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0168__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,7.666666666666667,-2.1,-1.8578571428571429,0.3186813186813186,0.3452904238618524,grok-4.6-high,grok-4.6-high
prop_0176__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0176,Sovereign wealth funds are a better way for resource-rich developing countries to manage commodity windfalls than direct cash distributions to citizens.,claude-fable-5-1-high,gpt-6-astra-high,prop_0176__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0176__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,1.7666666666666666,1.7625694444444442,0.6446886446886447,0.6442384004884005,claude-fable-5-1-high,claude-fable-5-1-high
prop_0193__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0193,Nuclear fusion research deserves continued large public investment even though commercially viable fusion power may still be decades away.,glm-5-3-high,muse-spark-1.3-high,prop_0193__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0193__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,7.666666666666667,-0.85,-0.8862037037037038,0.456043956043956,0.452065527065527,muse-spark-1.3-high,muse-spark-1.3-high
prop_0197__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0197,Countries should adopt an international treaty banning all kinetic anti-satellite weapons tests to prevent long-term orbital debris cascades.,claude-fable-5-1-high,grok-4.6-high,prop_0197__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0197__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.666666666666667,1.2666666666666668,1.2832638888833332,0.5897435897435898,0.5915674603168498,claude-fable-5-1-high,claude-fable-5-1-high
prop_0199__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0199,Open-weight advanced AI models should remain legal by default unless they cross clearly specified capability and misuse thresholds that trigger stronger safeguards.,gpt-6-astra-high,muse-spark-1.3-high,prop_0199__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0199__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|kimi-k2.6|qwen3.7-max,3,6,,7.833333333333333,0.0,0.008095238095238,0.5,0.5,tie,tie
prop_0201__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0201,Courts should permit frozen sovereign assets from aggressor states to be used for reconstruction in the countries they harmed.,claude-opus-5-high,kimi-k3,prop_0201__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0201__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.5,0.5,0.42185185185,0.5054945054945055,0.5,claude-opus-5-high,tie
prop_0204__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0204,National-security review should presumptively block acquisitions of critical-mineral assets by firms closely tied to rival states.,claude-fable-5-1-high,grok-4.6-high,prop_0204__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0204__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,7.833333333333333,1.2666666666666666,1.1297916666666667,0.5897435897435898,0.574702380952381,claude-fable-5-1-high,claude-fable-5-1-high
prop_0206__glm-5-3-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0206,Public pension systems should raise retirement ages in line with life expectancy rather than rely mainly on higher payroll taxes.,glm-5-3-high,grok-4.6-high,prop_0206__glm-5-3-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0206__grok-4.6-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.0333333333333333,0.0330555555555555,0.5,0.5,tie,tie
prop_0207__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0207,Governments should phase out universal fuel subsidies and replace them with targeted cash transfers rather than broad price controls.,claude-fable-5-1-high,glm-5-3-high,prop_0207__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0207__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.166666666666666,1.4333333333333331,1.3411111111111111,0.6080586080586081,0.5979242979242979,claude-fable-5-1-high,claude-fable-5-1-high
prop_0209__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0209,The EU should implement asylum burden-sharing quotas rather than leave frontline states to manage most arrivals.,claude-opus-5-high,glm-5-3-high,prop_0209__claude-opus-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0209__glm-5-3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|kimi-k2.6,3,6,,8.166666666666666,0.5666666666666668,0.6422222222222221,0.5128205128205128,0.5211233211233212,claude-opus-5-high,claude-opus-5-high
prop_0214__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0214,Countries should provide stronger compensation and archival access to survivors and descendants of forced-sterilization programs rather than treat those abuses as closed chapters.,gpt-6-astra-high,grok-4.6-high,prop_0214__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0214__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|kimi-k2.6,3,6,,8.0,1.15,1.0753174603174604,0.576923076923077,0.5687162044304902,gpt-6-astra-high,gpt-6-astra-high
prop_0215__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0215,"Former state churches and religious orders should contribute financially to reparative funds when they played central roles in residential schools, forced assimilation, or similar historical abuses.",claude-opus-5-high,muse-spark-1.3-high,prop_0215__claude-opus-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0215__muse-spark-1.3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,8.0,1.6166666666666665,1.66694444445,0.6282051282051282,0.6337301587307693,claude-opus-5-high,claude-opus-5-high
prop_0216__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0216,Southeast Asian governments should regulate palm-oil expansion more aggressively even if tighter land-use rules reduce some smallholder income and export growth.,claude-sonnet-5-high,gpt-6-astra-high,prop_0216__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0216__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.833333333333333,0.7999999999999999,0.6941666666666667,0.5384615384615384,0.5268315018315018,claude-sonnet-5-high,claude-sonnet-5-high
prop_0216__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0216,Southeast Asian governments should regulate palm-oil expansion more aggressively even if tighter land-use rules reduce some smallholder income and export growth.,grok-4.6-high,kimi-k3,prop_0216__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0216__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|gpt-5.6-high,3,6,,8.166666666666666,-0.2166666666666666,-0.2570238095333333,0.5,0.5,tie,tie
prop_0217__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0217,"During recurring water shortages, cities and regions should use sharply rising prices for heavy users rather than rely mainly on blunt universal restrictions.",gpt-6-astra-high,grok-4.6-high,prop_0217__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0217__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.333333333333333,0.4333333333333333,0.4882440476190475,0.5,0.5042026425954997,tie,gpt-6-astra-high
prop_0220__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0220,Automatic enrollment in retirement savings plans (with opt-out) would increase long-run household financial security more effectively than increasing tax deductions for voluntary retirement contributions.,claude-fable-5-1-high,kimi-k3,prop_0220__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0220__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.0,1.2333333333333334,1.0546296296333333,0.5860805860805861,0.5664428164432235,claude-fable-5-1-high,claude-fable-5-1-high
prop_0223__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0223,"For reducing traffic fatalities, automated speed enforcement delivers larger safety gains with fewer negative externalities than increasing traditional police traffic stops.",claude-fable-5-1-high,glm-5-3-high,prop_0223__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0223__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.333333333333334,1.0833333333333333,1.0735185185185183,0.5695970695970696,0.5685185185185185,claude-fable-5-1-high,claude-fable-5-1-high
prop_0224__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0224,"Nuclear power life-extension and new-build programs will reduce emissions faster per public dollar than an equivalent scale-up of wind, solar, and batteries in the 2026–2036 period.",claude-sonnet-5-high,kimi-k3,prop_0224__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0224__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.0,-0.8833333333333334,-0.648125,0.4523809523809524,0.478228021978022,kimi-k3,kimi-k3
prop_0229__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0229,Gulf and North African states should phase out universal fuel subsidies within five years and replace them with targeted cash transfers.,claude-opus-5-high,gpt-6-astra-high,prop_0229__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0229__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,1.8666666666666665,1.7,0.6556776556776557,0.6373626373626373,claude-opus-5-high,claude-opus-5-high
prop_0231__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0231,European and Latin American cities should permit regulated supervised consumption sites to reduce overdose deaths and public disorder.,claude-fable-5-1-high,muse-spark-1.3-high,prop_0231__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0231__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.333333333333334,1.65,1.6338888888833332,0.6318681318681318,0.6300976800970696,claude-fable-5-1-high,claude-fable-5-1-high
prop_0233__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0233,European countries should expand preventive policing powers (such as wider stop-and-search) to curb knife and gang violence.,claude-sonnet-5-high,gpt-6-astra-high,prop_0233__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0233__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.333333333333333,-0.0166666666666666,-0.0200694444444444,0.5,0.5,tie,tie
prop_0234__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0234,"Large employers should be required to disclose pay bands and promotion rates by role, even if it reduces managerial flexibility.",grok-4.6-high,kimi-k3,prop_0234__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0234__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.333333333333334,-0.5833333333333334,-0.5005555555666666,0.4853479853479853,0.4944444444432234,kimi-k3,kimi-k3
prop_0236__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0236,"Schools should treat student use of generative AI for assignments as permissible by default, requiring citation and process transparency rather than broad bans.",claude-fable-5-1-high,grok-4.6-high,prop_0236__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0236__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,1.2166666666666668,1.2006249999999998,0.5842490842490843,0.5824862637362638,claude-fable-5-1-high,claude-fable-5-1-high
prop_0239__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0239,Consent alone is not enough to make a transaction ethical.,claude-sonnet-5-high,glm-5-3-high,prop_0239__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0239__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,7.5,0.0999999999999999,0.0952314814814814,0.5,0.5,tie,tie
prop_0240__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0240,Democratic legitimacy matters more than technocratic competence in public decision-making.,claude-opus-5-high,glm-5-3-high,prop_0240__claude-opus-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0240__glm-5-3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.5,0.7666666666666666,0.6611111111111111,0.5347985347985348,0.5231990231990232,claude-opus-5-high,claude-opus-5-high
prop_0248__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0248,Adult children should have a legally enforceable duty to contribute to the care costs of aging parents who cannot support themselves.,gpt-6-astra-high,muse-spark-1.3-high,prop_0248__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0248__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,7.666666666666667,0.2833333333333333,0.2489285714285714,0.5,0.5,tie,tie
prop_0252__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0252,Governments should heavily restrict unpaid internships outside genuinely educational placements.,claude-opus-5-high,grok-4.6-high,prop_0252__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0252__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.166666666666666,0.6333333333333333,0.6012962963,0.5201465201465202,0.5166259666263736,claude-opus-5-high,claude-opus-5-high
prop_0254__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0254,Governments should treat national well-being rather than GDP growth as the primary headline target for economic policy.,claude-opus-5-high,gpt-6-astra-high,prop_0254__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0254__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,0.9833333333333334,0.8464583333333332,0.5586080586080586,0.5435668498168498,claude-opus-5-high,claude-opus-5-high
prop_0259__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0259,Countries should abolish seasonal clock changes and adopt permanent standard time rather than keep daylight saving time or move to permanent summer time.,claude-opus-5-high,claude-sonnet-5-high,prop_0259__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f|prop_0259__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.333333333333333,1.7166666666666668,1.7,0.6391941391941393,0.6373626373626373,claude-opus-5-high,claude-opus-5-high
prop_0260__glm-5-3-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0260,"Browsers and operating systems should be required by law to offer robust, opt-out ad and tracker blocking at the system level for all users.",glm-5-3-high,grok-4.6-high,prop_0260__glm-5-3-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0260__grok-4.6-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.5,-0.0333333333333333,-0.02125,0.5,0.5,tie,tie
prop_0261__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0261,Digital inheritance law should guarantee that a deceased person's digital libraries and other non-transferable purchased digital assets can pass to next of kin.,claude-fable-5-1-high,claude-opus-5-high,prop_0261__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0261__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,8.0,1.4333333333333331,1.4977314814833331,0.6080586080586081,0.6151353276355311,claude-fable-5-1-high,claude-fable-5-1-high
prop_0261__claude-opus-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0261,Digital inheritance law should guarantee that a deceased person's digital libraries and other non-transferable purchased digital assets can pass to next of kin.,claude-opus-5-high,glm-5-3-high,prop_0261__claude-opus-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0261__glm-5-3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,1.15,1.2513888888888889,0.576923076923077,0.5880647130647131,claude-opus-5-high,claude-opus-5-high
prop_0266__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0266,Food-delivery apps should show the nearest lower-fee independent pickup or direct-order option when their own total price is materially higher.,claude-fable-5-1-high,claude-sonnet-5-high,prop_0266__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a|prop_0266__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,1.85,1.9302083333333333,0.6538461538461539,0.6626602564102564,claude-fable-5-1-high,claude-fable-5-1-high
prop_0268__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0268,Supermarkets and food apps should be required to display shrinkflation and unit-price changes more clearly when package sizes fall without obvious headline price cuts.,claude-fable-5-1-high,claude-opus-5-high,prop_0268__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0268__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.333333333333334,0.4666666666666666,0.3895833333333333,0.5018315018315018,0.5,claude-fable-5-1-high,tie
prop_0268__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0268,Supermarkets and food apps should be required to display shrinkflation and unit-price changes more clearly when package sizes fall without obvious headline price cuts.,claude-fable-5-1-high,glm-5-3-high,prop_0268__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0268__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.5,1.4,1.5512500000000002,0.6043956043956045,0.6210164835164835,claude-fable-5-1-high,claude-fable-5-1-high
prop_0272__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0272,"Public schools should make after-school sports, arts, and unstructured play more available before expanding purely digital enrichment programs.",claude-sonnet-5-high,gpt-6-astra-high,prop_0272__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0272__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.5,0.0666666666666666,0.0897222222222221,0.5,0.5,tie,tie
prop_0274__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0274,High-tourism destinations should limit influencer-style geotagging and promotion of fragile local spots when viral traffic damages resident life and the sites themselves.,claude-fable-5-1-high,kimi-k3,prop_0274__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0274__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,7.666666666666667,0.6333333333333333,0.5383333333333332,0.5201465201465202,0.5097069597069597,claude-fable-5-1-high,claude-fable-5-1-high
